name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,logCPM,PValue,PAdj,FDR,falsePos,Sugar_1,Sugar_2,Blood_1,Blood_2,Gene.description
AAEL000269,276.5,380.5,172.5,2.206,1.1,8.8,4.69806045762849e-15,0,0,0,400,361,148,197,
AAEL000667,475,614.5,335.5,1.833,0.9,9.6,6.36134359588036e-15,0,0,0,623,606,309,362,alpha-amylase
AAEL011746,111.2,158.5,64,2.468,1.3,7.5,7.19756325689909e-15,0,0,0,164,153,65,63,succinyl-CoA ligase beta subunit
AAEL001969,143.2,199,87.5,2.272,1.2,7.9,7.57299919022246e-15,0,0,0,194,204,93,82,protein serine/threonine kinase, putative
AAEL005143,241,331.5,150.5,2.2,1.1,8.6,7.8100739785868e-15,0,0,0,363,300,141,160,ubiquinone binding protein, putative
AAEL000028,111,158,64,2.473,1.3,7.5,8.25263871631768e-15,0,0,0,164,152,62,66,Clip-Domain Serine Protease  family B.
AAEL026665,67,101.5,32.5,3.109,1.6,6.8,8.31891343947788e-15,0,0,0,96,107,35,30,
AAEL009131,71.8,108.5,35,3.085,1.6,6.9,9.04311071308975e-15,0,0,0,114,103,27,43,cytochrome P450
AAEL008764,27,46.5,7.5,6.378,2.7,5.6,1.33066095742506e-14,0,0,0,49,44,7,8,cuticle protein, putative
AAEL013511,22.8,40.5,5,8.602,3.1,5.4,1.45301423427818e-14,0,0,0,39,42,5,5,
AAEL010814,95.2,137.5,53,2.596,1.4,7.3,1.9880651017437e-14,0,0,0,137,138,60,46,isocitrate dehydrogenase
AAEL022033,32.8,54.5,11,4.91,2.3,5.8,2.45248429890183e-14,0,0,0,57,52,10,12,
AAEL025361,82.2,121.5,43,2.817,1.5,7.1,2.60229025402719e-14,0,0,0,111,132,40,46,
AAEL004423,358,469.5,246.5,1.906,0.9,9.2,2.68073980788949e-14,0,0,0,483,456,224,269,mitochondrial F0 ATP synthase D chain, putative
AAEL005638,259,340.5,177.5,1.916,0.9,8.7,2.99421478087004e-14,0,0,0,351,330,170,185,
AAEL012644,62.2,94.5,30,3.167,1.7,6.7,3.45350589171063e-14,0,0,0,100,89,30,30,
AAEL009964,224,299,149,2.011,1,8.5,3.59662183093062e-14,0,0,0,299,299,134,164,
AAEL010143,123.5,173,74,2.339,1.2,7.7,4.83925941852377e-14,0,0,0,165,181,69,79,isocitrate dehydrogenase
AAEL002436,99.5,142,57,2.481,1.3,7.4,5.97959965286003e-14,0,0,0,138,146,57,57,
AAEL026582,63.5,96,31,3.066,1.6,6.7,7.03174329124077e-14,0,0,0,90,102,32,30,
AAEL008166,588.8,727.5,450,1.615,0.7,9.9,7.89008388928756e-14,0,0,0,729,726,444,456,malate dehydrogenase
AAEL010125,34.2,56,12.5,4.42,2.1,5.9,1.0777347467354e-13,0,0,0,56,56,12,13,leucine-rich immune protein (Coil-less)
AAEL014913,91.8,134,49.5,2.712,1.4,7.2,1.18483225317769e-13,0,0,0,142,126,38,61,Pyruvate kinase [Source:UniProtKB/TrEMBL;Acc:Q16F38]
AAEL005748,32.5,53.5,11.5,4.55,2.2,5.8,1.78002129031727e-13,0,0,0,51,56,13,10,elastase, putative
AAEL009257,221.8,294.5,149,1.979,1,8.5,1.78513459934954e-13,0,0,0,301,288,135,163,
AAEL001704,12,24,0,191.035,7.6,4.6,1.79635860553039e-13,0,0,0,25,23,0,0,
AAEL007342,71.2,105.5,37,2.833,1.5,6.9,2.08289414187938e-13,0,0,0,104,107,36,38,
AAEL003423,157,212.5,101.5,2.098,1.1,8,2.13078021389693e-13,0,0,0,215,210,94,109,NADH dehydrogenase, putative
AAEL006702,82.2,119.5,45,2.662,1.4,7.1,2.1659129528762e-13,0,0,0,126,113,42,48,fibrinogen and fibronectin
AAEL008002,518.5,664.5,372.5,1.785,0.8,9.7,2.33913313423812e-13,0,0,0,698,631,349,396,mitochondrial NADH:ubiquinone oxidoreductase ESSS subunit, putative
AAEL000915,18.8,33.5,4,9.021,3.2,5.1,3.19756624261364e-13,0,0,0,37,30,4,4,
AAEL019856,18.5,34,3,12.12,3.6,5.1,3.25625565212524e-13,0,0,0,24,44,3,3,
AAEL010171,38,60.5,15.5,3.914,2,6,3.46471608019582e-13,0,0,0,59,62,16,15,peptidoglycan recognition protein (Long)
AAEL010160,32.5,53,12,4.382,2.1,5.8,4.63697701531895e-13,0,0,0,62,44,11,13,
AAEL019618,31.8,52,11.5,4.487,2.2,5.8,4.70398320814556e-13,0,0,0,52,52,11,12,
AAEL013069,2903.8,3727,2080.5,1.791,0.8,12.2,4.78482267394015e-13,0,0,0,3596,3858,2273,1888,guanine nucleotide-binding protein subunit beta-like protein
AAEL000200,41.2,64.5,18,3.603,1.8,6.1,5.84290330509367e-13,0,0,0,66,63,16,20,
AAEL009904,20.2,36,4.5,7.841,3,5.2,5.91963058707634e-13,0,0,0,43,29,5,4,PDZ domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4FP41]
AAEL001267,63.2,95,31.5,2.999,1.6,6.7,8.71016595961727e-13,0,0,0,104,86,39,24,Rhabdo_ncap domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4EY92]
AAEL019438,21.8,38,5.5,7.017,2.8,5.3,9.23511848020487e-13,0,0,0,38,38,4,7,
AAEL006928,296.8,381,212.5,1.792,0.8,8.9,1.17180551072235e-12,0,0,0,384,378,226,199,dihydrolipoamide dehydrogenase
AAEL005819,44.2,68,20.5,3.291,1.7,6.2,1.30843553900555e-12,0,0,0,66,70,21,20,l-allo-threonine aldolase
AAEL005946,98.2,138,58.5,2.365,1.2,7.3,1.33221151793762e-12,0,0,0,139,137,57,60,NADH-ubiquinone oxidoreductase subunit B14.5b
AAEL005001,13.2,25.5,1,23.329,4.5,4.7,1.56080161536886e-12,0,0,0,27,24,1,1,aquaporin
AAEL003934,35,56,14,3.944,2,5.9,1.63426334418109e-12,0,0,0,56,56,16,12,
AAEL022638,57.2,86.5,28,3.103,1.6,6.6,1.76338699895803e-12,0,0,0,90,83,20,36,Putative 14.5 kDa salivary protein [Source:UniProtKB/TrEMBL;Acc:Q1HRF3]
AAEL003954,30.2,49.5,11,4.364,2.1,5.7,2.03129265738899e-12,0,0,0,50,49,11,11,juvenile hormone-inducible protein, putative
AAEL023854,123.5,170,77,2.209,1.1,7.7,2.34063478298552e-12,0,0,0,161,179,85,69,
AAEL017514,474,594.5,353.5,1.683,0.8,9.6,2.4965540411835e-12,0,0,0,577,612,335,372,
AAEL009852,68.8,102,35.5,2.842,1.5,6.8,2.56609193188038e-12,0,0,0,90,114,41,30,
AAEL008106,45.2,69,21.5,3.202,1.7,6.3,2.9341697568248e-12,0,0,0,71,67,21,22,
AAEL023003,31.8,51.5,12,4.098,2,5.8,3.12200672770954e-12,0,0,0,44,59,9,15,
AAEL027106,22.5,38.5,6.5,6.073,2.6,5.4,3.69696576228776e-12,0,0,0,39,38,8,5,
AAEL007349,20.2,35.5,5,7.454,2.9,5.2,3.99342998642439e-12,0,0,0,38,33,5,5,
AAEL012086,50.2,76.5,24,3.157,1.7,6.4,4.68511167513129e-12,0,0,0,84,69,25,23,leucine-rich immune protein (Long)
AAEL004292,10.8,21.5,0,43.207,5.4,4.4,5.16174884661947e-12,0,0,0,22,21,0,0,
AAEL004338,134.8,182,87.5,2.076,1.1,7.8,5.31318050496095e-12,0,0,0,186,178,86,89,pyruvate dehydrogenase
AAEL004987,30.2,49,11.5,4.242,2.1,5.7,5.31758147948248e-12,0,0,0,50,48,13,10,
AAEL027654,34,54,14,3.834,1.9,5.9,6.45856097947729e-12,0,0,0,49,59,15,13,
AAEL008658,34.5,54.5,14.5,3.756,1.9,5.9,6.45856097947729e-12,0,0,0,57,52,14,15,leucine-rich immune protein (TM)
AAEL006691,25.8,43,8.5,4.781,2.3,5.5,8.69124417307751e-12,0,0,0,43,43,8,9,fibrinogen and fibronectin
AAEL025686,38.2,59.5,17,3.475,1.8,6,9.64547481618478e-12,0,0,0,57,62,16,18,
AAEL005593,80.2,114.5,46,2.503,1.3,7.1,1.1105361364322e-11,0,0,0,118,111,39,53,
AAEL006575,39.5,61,18,3.326,1.7,6.1,1.21584668745279e-11,0,0,0,66,56,18,18,Troponin C [Source:UniProtKB/TrEMBL;Acc:A0A1S4FDX1]
AAEL008188,8069.2,9368,6770.5,1.384,0.5,13.6,1.25335710175195e-11,0,0,0,9233,9503,6909,6632,60S ribosomal protein L6 [Source:UniProtKB/TrEMBL;Acc:Q16ZH3]
AAEL001087,30.2,48.5,12,4.043,2,5.7,1.33483799351281e-11,0,0,0,46,51,13,11,synaptic vesicle protein
AAEL019720,65.8,96,35.5,2.666,1.4,6.8,1.38773001601734e-11,0,0,0,97,95,36,35,
AAEL005790,145.8,195,96.5,2.016,1,7.9,1.54232561108131e-11,0,0,0,200,190,104,89,malic enzyme
AAEL005536,51,76.5,25.5,2.998,1.6,6.4,1.68434162224115e-11,0,0,0,77,76,27,24,tetraspanin 29fb
AAEL021931,43.2,65,21.5,3.075,1.6,6.2,2.14718485052138e-11,0,0,0,69,61,22,21,
AAEL002761,102,140.5,63.5,2.208,1.1,7.4,2.31997588495768e-11,0,0,0,146,135,60,67,tropomyosin invertebrate
AAEL003060,8433.2,10263,6603.5,1.554,0.6,13.7,2.33290313525364e-11,0,0,0,10046,10480,7013,6194,female-specific chymotrypsin
AAEL019526,55.8,83,28.5,2.89,1.5,6.6,2.39521121218204e-11,0,0,0,90,76,24,33,
AAEL008651,31.2,50,12.5,3.883,2,5.8,3.07146504965817e-11,0,0,0,52,48,13,12,
AAEL008931,9.8,19.5,0,50.296,5.7,4.3,3.84932273730361e-11,0,0,0,19,20,0,0,inward-rectifying potassium channel
AAEL009323,19.5,34,5,6.197,2.6,5.2,4.17924682105755e-11,0,0,0,37,31,5,5,carbonic anhydrase precursor
AAEL007680,29.2,47,11.5,4.036,2,5.7,5.44245285750393e-11,0,0,0,47,47,11,12,
AAEL024536,2184,2584.5,1783.5,1.449,0.5,11.7,5.63166318121921e-11,0,0,0,2572,2597,1853,1714,Ribosomal protein L19 [Source:UniProtKB/TrEMBL;Acc:Q1HR74]
AAEL008305,208,268.5,147.5,1.824,0.9,8.4,6.34028769552439e-11,0,0,0,280,257,143,152,Putative 7.8 kDa acidic protein [Source:UniProtKB/TrEMBL;Acc:Q8T9V8]
AAEL010382,44.2,66,22.5,2.919,1.5,6.2,7.28765978069272e-11,0,0,0,68,64,22,23,aldehyde oxidase
AAEL019798,37,57,17,3.343,1.7,6,8.26118635926966e-11,0,0,0,56,58,19,15,
AAEL022578,55,81,29,2.802,1.5,6.5,9.13097306617496e-11,0,0,0,83,79,27,31,Clip-domain serine protease [Source:UniProtKB/TrEMBL;Acc:Q1HQI3]
AAEL027632,40.8,61.5,20,3.079,1.6,6.1,9.37585125270712e-11,0,0,0,59,64,20,20,
AAEL001594,24.8,41,8.5,4.561,2.2,5.5,1.03742004152598e-10,0,0,0,41,41,9,8,
AAEL001818,11,21,1,25.558,4.7,4.4,1.13578981533818e-10,0,0,0,19,23,1,1,
AAEL022609,46.5,69,24,2.876,1.5,6.3,1.13706779643927e-10,0,0,0,69,69,27,21,
AAEL002504,175.8,235.5,116,2.023,1,8.2,1.40627327948665e-10,0,0,0,221,250,134,98,ATP synthase delta chain, mitochondrial
AAEL002720,58.8,85.5,32,2.679,1.4,6.6,1.41443411247952e-10,0,0,0,89,82,26,38,Serine Protease Inhibitor (serpin)  likely cleavage at V/V.
AAEL019797,28.5,45.5,11.5,4.053,2,5.6,1.45232500825049e-10,0,0,0,50,41,11,12,
AAEL010230,168.5,220.5,116.5,1.889,0.9,8.1,1.57537440957441e-10,0,0,0,226,215,107,126,NADH:ubiquinone dehydrogenase, putative
AAEL024858,140.8,198,83.5,2.36,1.2,7.8,1.62813039049337e-10,0,0,0,201,195,107,60,
AAEL009951,25.5,41.5,9.5,4.31,2.1,5.5,1.672886324288e-10,0,0,0,42,41,9,10,dimeric dihydrodiol dehydrogenase
AAEL005221,66,94.5,37.5,2.494,1.3,6.8,1.67426315878684e-10,0,0,0,92,97,35,40,internalin A, putative
AAEL003011,76.2,107,45.5,2.359,1.2,7,1.68946468632125e-10,0,0,0,106,108,47,44,NADH dehydrogenase, putative
AAEL002656,46.5,69,24,2.872,1.5,6.3,1.87001308185951e-10,0,0,0,72,66,18,30,
AAEL013744,127.2,169.5,85,1.997,1,7.7,2.09883270631837e-10,0,0,0,164,175,89,81,NADH:ubiquinone dehydrogenase, putative
AAEL010788,194,274.5,113.5,2.418,1.3,8.3,2.12788481545715e-10,0,0,0,283,266,81,146,metalloprotease
AAEL014896,41.5,62,21,2.957,1.6,6.2,2.41704837964624e-10,0,0,0,66,58,22,20,
AAEL006568,12.2,23,1.5,13.43,3.7,4.6,2.43908557574066e-10,0,0,0,21,25,1,2,serine protease
AAEL005832,85.5,118.5,52.5,2.251,1.2,7.1,2.4569043302606e-10,0,0,0,124,113,51,54,programmed cell death
AAEL019482,246.8,314.5,179,1.759,0.8,8.6,2.59055958285444e-10,0,0,0,304,325,165,193,
AAEL009066,117.8,158,77.5,2.03,1,7.6,3.03742279996898e-10,0,0,0,157,159,71,84,symbol, putative
AAEL002141,37.8,57,18.5,3.08,1.6,6,3.4952293264597e-10,0,0,0,54,60,19,18,endothelin-converting enzyme
AAEL004407,16.2,28.5,4,7.181,2.8,4.9,3.9643897369016e-10,0,0,0,29,28,5,3,allergen, putative
AAEL028145,16.5,29,4,6.699,2.7,5,3.9643897369016e-10,0,0,0,33,25,3,5,
AAEL003428,34,52.5,15.5,3.324,1.7,5.9,4.09030142184379e-10,0,0,0,50,55,15,16,
AAEL024161,20.5,34.5,6.5,5.346,2.4,5.2,4.13383726506383e-10,0,0,0,40,29,6,7,
AAEL014889,58,84,32,2.596,1.4,6.6,4.17949522096458e-10,0,0,0,89,79,30,34,NADH:ubiquinone dehydrogenase, putative
AAEL005772,97.5,132.5,62.5,2.125,1.1,7.3,4.22154644683164e-10,0,0,0,130,135,68,57,odorant binding protein OBP22
AAEL006248,32.5,50.5,14.5,3.403,1.8,5.8,5.03640817428218e-10,0,0,0,57,44,12,17,p37NB protein, putative
AAEL000010,66,93.5,38.5,2.412,1.3,6.8,5.46213858652581e-10,0,0,0,94,93,41,36,60S ribosomal protein L36 [Source:UniProtKB/TrEMBL;Acc:Q1HR17]
AAEL027975,20.8,35,6.5,5.411,2.4,5.2,6.22137094942377e-10,0,0,0,26,44,6,7,
AAEL012671,595.8,725,466.5,1.555,0.6,9.9,6.22493000089838e-10,0,0,0,716,734,438,495,
AAEL020452,201.8,257,146.5,1.757,0.8,8.3,6.35803526673569e-10,0,0,0,263,251,142,151,
AAEL008280,22,36,8,4.647,2.2,5.3,7.3589681735923e-10,0,0,0,41,31,6,10,
AAEL007306,131.8,173.5,90,1.923,0.9,7.7,8.04878882347353e-10,0,0,0,180,167,90,90,alpha-actinin
AAEL000726,66.5,94,39,2.407,1.3,6.8,9.05156676415583e-10,0,0,0,90,98,34,44,fibrinogen and fibronectin
AAEL004369,18.5,31.5,5.5,5.795,2.5,5.1,1.01630751231214e-09,0,0,0,27,36,6,5,alpha-glucosidase
AAEL002610,40.8,60.5,21,2.85,1.5,6.1,1.16787915793685e-09,0,0,0,64,57,22,20,serine protease
AAEL008753,32,49.5,14.5,3.326,1.7,5.8,1.19009487600235e-09,0,0,0,43,56,12,17,
AAEL018159,21.2,35,7.5,4.603,2.2,5.3,1.21084201729301e-09,0,0,0,35,35,7,8,
AAEL025362,1615.5,1900.5,1330.5,1.428,0.5,11.3,1.24980590270339e-09,0,0,0,1844,1957,1366,1295,60S ribosomal protein L10 [Source:UniProtKB/TrEMBL;Acc:Q1HRT6]
AAEL003697,27.8,44,11.5,3.723,1.9,5.6,1.34321435315077e-09,0,0,0,40,48,11,12,Serine Protease Inhibitor (serpin) homologue - unlikely to be inhibitory.
AAEL000986,171.5,220.5,122.5,1.806,0.9,8.1,1.40839354773792e-09,0,0,0,218,223,113,132,NADH-ubiquinone oxidoreductase ashi subunit
AAEL012897,393.5,481,306,1.573,0.7,9.3,1.46199407657372e-09,0,0,0,471,491,319,293,aconitase, mitochondrial
AAEL015432,9.5,18.5,0.5,23.572,4.6,4.3,1.50318784367703e-09,0,0,0,19,18,0,1,trypsin, putative
AAEL003039,234.8,297.5,172,1.731,0.8,8.6,1.92906062442574e-09,0,0,0,305,290,156,188,nonsense-mediated mRNA decay protein
AAEL006004,47,68.5,25.5,2.661,1.4,6.3,1.99192650018644e-09,0,0,0,74,63,24,27,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4FC93]
AAEL024675,15.8,27.5,4,6.86,2.8,4.9,2.0724717776501e-09,0,0,0,31,24,3,5,
AAEL014614,26.8,42.5,11,3.787,1.9,5.6,2.2766722046344e-09,0,0,0,47,38,14,8,cytochrome P450
AAEL008481,2249,2737,1761,1.554,0.6,11.8,2.56470486442417e-09,0,0,0,2688,2786,1904,1618,60S ribosomal protein L18 [Source:UniProtKB/Swiss-Prot;Acc:Q1HR62]
AAEL009680,159.2,207.5,111,1.864,0.9,8,2.74362892161648e-09,0,0,0,196,219,99,123,chymotrypsin, putative
AAEL020097,9.5,18,1,17.907,4.2,4.3,2.85886602383488e-09,0,0,0,22,14,1,1,
AAEL002638,30.8,47.5,14,3.289,1.7,5.7,3.11380688555018e-09,0,0,0,45,50,13,15,cytochrome P450
AAEL001390,117.8,157.5,78,2.021,1,7.6,3.69839919864345e-09,0,0,0,174,141,74,82,
AAEL011180,141.8,183.5,100,1.837,0.9,7.8,3.7713904581927e-09,0,0,0,180,187,101,99,
AAEL023187,133.8,174,93.5,1.869,0.9,7.8,4.11435527589696e-09,0,0,0,181,167,93,94,
AAEL010673,77.2,106,48.5,2.17,1.1,7,4.71352137837426e-09,0,0,0,108,104,46,51,NADH dehydrogenase, putative
AAEL012409,50.2,72.5,28,2.579,1.4,6.4,4.81699927626424e-09,0,0,0,69,76,29,27,pantothenate kinase
AAEL019441,53.8,77,30.5,2.507,1.3,6.5,4.89249225300249e-09,0,0,0,81,73,26,35,
AAEL006323,26.8,42,11.5,3.567,1.8,5.6,5.12950974430753e-09,1e-04,0,0,36,48,12,11,
AAEL017226,36.8,54.5,19,2.854,1.5,6,5.16503548682245e-09,1e-04,0,0,52,57,22,16,
AAEL013341,40,58.5,21.5,2.734,1.5,6.1,5.4598265596294e-09,1e-04,0,0,58,59,19,24,lethal(2)essential for life protein, l2efl
AAEL007444,68.2,96.5,40,2.413,1.3,6.8,6.13725972271541e-09,1e-04,0,0,109,84,31,49,
AAEL011255,288,357,219,1.63,0.7,8.8,7.02039188905447e-09,1e-04,0,0,376,338,213,225,GTP-binding protein-invertebrate
AAEL006451,111.2,146.5,76,1.921,0.9,7.5,8.99183474960848e-09,1e-04,0,0,149,144,76,76,
AAEL007542,29,44.5,13.5,3.329,1.7,5.7,9.09250397627637e-09,1e-04,0,0,47,42,13,14,glutamate decarboxylase
AAEL000454,76.2,104.5,48,2.182,1.1,7,9.30510121035461e-09,1e-04,0,0,97,112,49,47,isocitrate dehydrogenase
AAEL008006,94.2,126,62.5,2.003,1,7.3,1.00031787970615e-08,1e-04,0,0,127,125,67,58,3-hydroxyacyl-coa dehyrogenase
AAEL023444,10.2,19,1.5,13.106,3.7,4.3,1.0544222850049e-08,1e-04,0,0,20,18,2,1,
AAEL002372,1162.5,1381,944,1.463,0.5,10.8,1.08663797266034e-08,1e-04,0,0,1448,1314,972,916,40S ribosomal protein S11 [Source:UniProtKB/TrEMBL;Acc:Q9GSB1]
AAEL011551,80.5,109,52,2.102,1.1,7.1,1.13415307174415e-08,1e-04,0,0,107,111,56,48,
AAEL004899,54.8,79,30.5,2.583,1.4,6.5,1.14004917287583e-08,1e-04,0,0,94,64,34,27,
AAEL027968,61.8,86,37.5,2.319,1.2,6.7,1.15798130531216e-08,1e-04,0,0,80,92,38,37,
AAEL007963,83.5,113.5,53.5,2.106,1.1,7.1,1.16712748054792e-08,1e-04,0,0,122,105,52,55,
AAEL012686,6537.2,7340,5734.5,1.28,0.4,13.3,1.26206520774195e-08,1e-04,0,0,7342,7338,5676,5793,40S ribosomal protein S23 [Source:UniProtKB/TrEMBL;Acc:Q1HRM5]
AAEL022995,20.2,33,7.5,4.236,2.1,5.2,1.40750874829006e-08,1e-04,0,0,32,34,6,9,
AAEL000545,17.8,29.5,6,5.001,2.3,5,1.41017916686639e-08,1e-04,0,0,30,29,6,6,
AAEL026751,72.5,99,46,2.155,1.1,6.9,1.45318877343619e-08,1e-04,0,0,99,99,44,48,
AAEL013346,6.8,13.5,0,105.819,6.7,3.8,1.49554017904382e-08,1e-04,0,0,9,18,0,0,lethal(2)essential for life protein, l2efl
AAEL017030,131.8,171,92.5,1.846,0.9,7.7,1.64709935905425e-08,2e-04,0,0,181,161,87,98,
AAEL008607,36,53,19,2.777,1.5,6,1.67077926270109e-08,2e-04,0,0,55,51,20,18,tep3
AAEL001194,268,329.5,206.5,1.59,0.7,8.7,1.73329965380675e-08,2e-04,0,0,329,330,215,198,fatty acid synthase
AAEL004059,87.2,117,57.5,2.02,1,7.2,1.83734183958519e-08,2e-04,0,0,121,113,56,59,cystathionine beta-lyase
AAEL005817,2717.2,3078,2356.5,1.306,0.4,12.1,1.96326890693479e-08,2e-04,0,0,3103,3053,2339,2374,60S ribosomal protein L26 [Source:UniProtKB/TrEMBL;Acc:Q178R6]
AAEL014891,25.8,40,11.5,3.459,1.8,5.5,2.11305413729283e-08,2e-04,0,0,36,44,12,11,cytochrome P450
AAEL017012,202.2,259.5,145,1.791,0.8,8.3,2.12667236127708e-08,2e-04,0,0,274,245,125,165,
AAEL027938,62.5,86.5,38.5,2.251,1.2,6.7,2.20398576044412e-08,2e-04,0,0,87,86,37,40,
AAEL010299,745.8,874,617.5,1.416,0.5,10.2,2.46945812262231e-08,2e-04,0,0,891,857,604,631,40S ribosomal protein S12 [Source:UniProtKB/TrEMBL;Acc:Q1HRM3]
AAEL004951,24.5,38.5,10.5,3.556,1.8,5.4,2.53194584725758e-08,2e-04,0,0,43,34,11,10,
AAEL005432,45.2,64,26.5,2.412,1.3,6.3,2.9933186293285e-08,3e-04,0,0,65,63,28,25,
AAEL014830,14.8,25.5,4,6.144,2.6,4.8,3.11290562133364e-08,3e-04,0,0,29,22,5,3,cytochrome P450
AAEL003424,14.8,25,4.5,5.966,2.6,4.8,3.11290562133364e-08,3e-04,0,0,28,22,4,5,zinc carboxypeptidase
AAEL002860,109.8,144,75.5,1.907,0.9,7.5,3.61945114589428e-08,3e-04,0,0,141,147,65,86,Mitochondrial pyruvate carrier [Source:UniProtKB/TrEMBL;Acc:Q17GV8]
AAEL024906,8.8,16.5,1,16.332,4,4.2,3.69069129319547e-08,4e-04,0,0,16,17,1,1,
AAEL014562,1259,1533.5,984.5,1.558,0.6,11,3.76248632741372e-08,4e-04,0,0,1416,1651,1037,932,60S ribosomal protein L12
AAEL001022,62,85.5,38.5,2.219,1.2,6.7,3.82159011360769e-08,4e-04,0,0,87,84,37,40,anterior fat body protein
AAEL004585,113.5,149,78,1.921,0.9,7.5,3.89996521074693e-08,4e-04,0,0,162,136,70,86,
AAEL006582,674.2,826,522.5,1.581,0.7,10.1,4.37498854750869e-08,4e-04,0,0,784,868,569,476,calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type
AAEL010801,295.2,368.5,222,1.662,0.7,8.9,5.08644468558047e-08,5e-04,0,0,382,355,196,248,Cytochrome b-c1 complex subunit 6 [Source:UniProtKB/TrEMBL;Acc:Q1HR18]
AAEL006719,233.2,290,176.5,1.645,0.7,8.5,5.18996223282349e-08,5e-04,0,0,290,290,159,194,Alpha-amylase I Precursor (EC 3.2.1.1)(1,4-alpha-D-glucan glucanohydrolase)
AAEL002360,7.5,14.5,0.5,32.961,5,4,5.79688971946304e-08,6e-04,0,0,13,16,1,0,serine-type enodpeptidase,
AAEL004294,83,111,55,2.008,1,7.1,5.87965547838042e-08,6e-04,0,0,116,106,52,58,dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase
AAEL000328,73.2,99,47.5,2.086,1.1,6.9,5.91165392740128e-08,6e-04,0,0,99,99,41,54,
AAEL007354,144.2,184,104.5,1.757,0.8,7.9,6.19049249157559e-08,6e-04,0,0,192,176,110,99,pseudouridylate synthase
AAEL000753,101.2,132.5,70,1.899,0.9,7.4,6.42621807039867e-08,6e-04,0,0,126,139,74,66,
AAEL012114,64.8,88.5,41,2.181,1.1,6.7,6.58647736535315e-08,6e-04,0,0,93,84,41,41,troponin C
AAEL019513,49.5,69.5,29.5,2.354,1.2,6.4,6.85143641905717e-08,7e-04,0,0,71,68,28,31,
AAEL008066,11,19.5,2.5,8.565,3.1,4.4,7.9274129247823e-08,8e-04,0,0,20,19,2,3,trkB protein, putative
AAEL001708,50.8,71,30.5,2.336,1.2,6.4,8.54148618226169e-08,8e-04,0,0,74,68,30,31,
AAEL009994,4117.5,4979,3256,1.529,0.6,12.7,8.71451276101638e-08,8e-04,0,0,5135,4823,3552,2960,60S ribosomal protein L4 [Source:UniProtKB/TrEMBL;Acc:Q1HQJ0]
AAEL008192,1879.8,2277.5,1482,1.536,0.6,11.5,9.40699493422335e-08,9e-04,0,0,2117,2438,1579,1385,40S ribosomal protein S3 [Source:UniProtKB/TrEMBL;Acc:Q4F6X0]
AAEL028153,14.8,25,4.5,5.442,2.4,4.8,9.70733731869057e-08,9e-04,0,0,29,21,4,5,
AAEL006585,10,18.5,1.5,10.56,3.4,4.3,1.03149631989594e-07,0.001,0,0,17,20,1,2,
AAEL013984,10,18,2,9.287,3.2,4.3,1.03149631989594e-07,0.001,0,0,18,18,2,2,
AAEL006962,22.8,35.5,10,3.616,1.9,5.3,1.05271602324803e-07,0.001,0,0,36,35,7,13,
AAEL006833,135.2,172,98.5,1.743,0.8,7.8,1.09281926173263e-07,0.001,0,0,174,170,94,103,succinyl-CoA synthetase small subunit, putative
AAEL000458,114,147.5,80.5,1.835,0.9,7.5,1.107244629344e-07,0.0011,0,0,143,152,71,90,
AAEL009615,84,111.5,56.5,1.968,1,7.1,1.10732843585687e-07,0.0011,0,0,108,115,58,55,ultraviolet wavelength sensitive opsin
AAEL020800,86.8,114.5,59,1.944,1,7.2,1.11603838093195e-07,0.0011,0,0,114,115,58,60,
AAEL020221,165.2,216,114.5,1.891,0.9,8.1,1.16783058547802e-07,0.0011,0,0,234,198,93,136,
AAEL019403,12255,15249.5,9260.5,1.647,0.7,14.2,1.17384117628142e-07,0.0011,0,0,14675,15824,10421,8100,Heat shock cognate 70 [Source:UniProtKB/TrEMBL;Acc:Q1HQZ5]
AAEL001677,6,12,0,96.87,6.6,3.7,1.19550373464467e-07,0.0011,0,0,11,13,0,0,
AAEL000581,32.8,48.5,17,2.755,1.5,5.8,1.21580137269908e-07,0.0012,0,0,51,46,20,14,
AAEL012944,914.8,1054,775.5,1.359,0.4,10.5,1.21808964816978e-07,0.0012,0,0,1042,1066,786,765,60S ribosomal protein L11 [Source:UniProtKB/TrEMBL;Acc:Q16KL2]
AAEL004521,47.2,66,28.5,2.345,1.2,6.3,1.25075337245291e-07,0.0012,0,0,68,64,24,33,
AAEL020749,1424,1728.5,1119.5,1.543,0.6,11.1,1.29121812196505e-07,0.0012,0,0,1668,1789,1227,1012,60S ribosomal protein L15/L27 [Source:UniProtKB/TrEMBL;Acc:Q1HRP0]
AAEL003430,34,49.5,18.5,2.643,1.4,5.9,1.31439247803757e-07,0.0013,0,0,53,46,18,19,
AAEL005868,32,47,17,2.806,1.5,5.8,1.41067593436666e-07,0.0013,0,0,44,50,12,22,
