name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,logCPM,PValue,PAdj,FDR,falsePos,Sugar_1,Sugar_2,Blood_1,Blood_2,Gene.description
AAEL008247,43.2,25,61.5,0.409,-1.3,6.1,2.73671513410301e-08,3e-04,0,0,24,26,60,63,DNA polymerase alpha catalytic subunit
AAEL005016,59.2,36.5,82,0.442,-1.2,6.5,2.86586545987661e-08,3e-04,0,0,37,36,76,88,
AAEL019565,30.8,15.5,46,0.338,-1.6,5.6,2.87597469938897e-08,3e-04,0,0,16,15,46,46,
AAEL023716,105.5,73,138,0.528,-0.9,7.4,3.01639706910476e-08,3e-04,0,0,69,77,143,133,
AAEL009411,26.8,12.5,41,0.315,-1.7,5.4,3.2739708963562e-08,3e-04,0,0,13,12,44,38,DNA-binding protein smubp-2
AAEL006560,43.5,25.5,61.5,0.414,-1.3,6.1,3.34181878185437e-08,3e-04,0,0,25,26,64,59,cop-coated vesicle membrane protein P24
AAEL013288,21.5,9,34,0.267,-1.9,5.1,3.54104402984631e-08,3e-04,0,0,8,10,33,35,
AAEL017368,79.2,52,106.5,0.489,-1,7,3.61889972712655e-08,3e-04,0,0,51,53,98,115,
AAEL013098,124.2,88.5,160,0.554,-0.9,7.6,3.63629883136367e-08,4e-04,0,0,91,86,158,162,coatomer
AAEL013813,58.5,35.5,81.5,0.436,-1.2,6.5,3.75350788838735e-08,4e-04,0,0,40,31,90,73,
AAEL006640,49,30,68,0.438,-1.2,6.3,3.88673326575029e-08,4e-04,0,0,31,29,65,71,DEAD box ATP-dependent RNA helicase
AAEL004348,42.8,25,60.5,0.411,-1.3,6.1,3.92693543334929e-08,4e-04,0,0,22,28,56,65,NF-180, putative
AAEL012279,62.5,36.5,88.5,0.416,-1.3,6.6,4.10133122275819e-08,4e-04,0,0,36,37,69,108,Eukaryotic translation initiation factor 3 subunit J (eIF3j)
AAEL008461,128,91.5,164.5,0.556,-0.8,7.6,4.24182358161201e-08,4e-04,0,0,88,95,156,173,surfeit locus protein
AAEL017526,52.5,31.5,73.5,0.425,-1.2,6.4,4.40452476436978e-08,4e-04,0,0,34,29,62,85,
AAEL018031,78.8,52,105.5,0.493,-1,6.9,4.47364527968896e-08,4e-04,0,0,55,49,109,102,
AAEL000574,59.8,36.5,83,0.44,-1.2,6.5,4.78908809839501e-08,5e-04,0,0,33,40,72,94,
AAEL006208,35.8,19.5,52,0.376,-1.4,5.8,4.85201971407317e-08,5e-04,0,0,19,20,55,49,
AAEL009646,178.5,133,224,0.595,-0.7,8.1,4.91669143698801e-08,5e-04,0,0,138,128,213,235,
AAEL012238,55,33,77,0.433,-1.2,6.4,5.17032717437141e-08,5e-04,0,0,39,27,80,74,glutaredoxin, putative
AAEL019778,70.2,45.5,95,0.477,-1.1,6.8,5.2976688662019e-08,5e-04,0,0,42,49,100,90,
AAEL014016,22.2,9.5,35,0.28,-1.8,5.2,5.36210681868275e-08,5e-04,0,0,11,8,33,37,breast cancer metastasis-suppressor
AAEL003431,110.2,77.5,143,0.542,-0.9,7.4,5.44373275682583e-08,5e-04,0,0,78,77,140,146,proteasome subunit beta type 7,10
AAEL009382,52.5,32,73,0.437,-1.2,6.4,5.50618481135738e-08,5e-04,0,0,35,29,74,72,lysine-specific demethylase NO66 (EC 1.14.11.27)(Nucleolar protein 66)
AAEL002377,86.2,57.5,115,0.501,-1,7.1,5.50643315886027e-08,5e-04,0,0,64,51,107,123,Small nuclear ribonucleoprotein-associated protein [Source:UniProtKB/TrEMBL;Acc:Q1HQD9]
AAEL013799,25.5,12,39,0.311,-1.7,5.4,5.5970084553254e-08,5e-04,0,0,12,12,42,36,
AAEL011973,34.5,18.5,50.5,0.373,-1.4,5.8,5.61357354648121e-08,5e-04,0,0,21,16,48,53,fumarylacetoacetate hydrolase
AAEL010477,11,2.5,19.5,0.131,-2.9,4.3,5.68627421983734e-08,5e-04,0,0,3,2,20,19,
AAEL013905,60.8,38,83.5,0.455,-1.1,6.6,5.96711983334384e-08,6e-04,0,0,38,38,85,82,
AAEL008902,197.5,149.5,245.5,0.611,-0.7,8.3,6.01244135900526e-08,6e-04,0,0,148,151,236,255,cation-transporting ATPase fly
AAEL006617,39.5,22.5,56.5,0.398,-1.3,6,6.06550792046225e-08,6e-04,0,0,29,16,48,65,
AAEL017356,16.8,5.5,28,0.208,-2.3,4.8,6.08474514056631e-08,6e-04,0,0,6,5,27,29,
AAEL011653,25.2,12,38.5,0.307,-1.7,5.3,6.16185635902409e-08,6e-04,0,0,11,13,44,33,thyroid hormone receptor interactor
AAEL005830,64.2,39,89.5,0.439,-1.2,6.7,6.19913560081037e-08,6e-04,0,0,38,40,73,106,26S proteasome alpha 4 subunit
AAEL002891,28,14,42,0.331,-1.6,5.5,6.24143099489078e-08,6e-04,0,0,15,13,43,41,
AAEL007863,40.2,23,57.5,0.402,-1.3,6,6.35460622334274e-08,6e-04,0,0,26,20,58,57,
AAEL008216,179,133.5,224.5,0.595,-0.7,8.1,6.45688406455633e-08,6e-04,0,0,123,144,230,219,aconitase
AAEL008182,29.5,15,44,0.347,-1.5,5.6,6.58491235689708e-08,6e-04,0,0,15,15,44,44,
AAEL000682,77,51,103,0.497,-1,6.9,6.6164790555716e-08,6e-04,0,0,49,53,105,101,
AAEL005827,32,17,47,0.359,-1.5,5.7,6.65069302301268e-08,6e-04,0,0,18,16,46,48,katanin P80 subunit
AAEL013725,60.8,37.5,84,0.45,-1.2,6.6,6.67616066942387e-08,6e-04,0,0,46,29,83,85,
AAEL022931,154.8,114.5,195,0.587,-0.8,7.9,6.75374914278744e-08,6e-04,0,0,112,117,195,195,
AAEL015007,42.8,25,60.5,0.418,-1.3,6.1,6.81747044580476e-08,7e-04,0,0,24,26,66,55,Proteasome subunit alpha type [Source:UniProtKB/TrEMBL;Acc:Q16EV7]
AAEL013940,35.5,19.5,51.5,0.379,-1.4,5.8,7.13529792073617e-08,7e-04,0,0,20,19,44,59,chromatin assembly factor i P60 subunit
AAEL005813,81,54,108,0.502,-1,7,7.19275272122081e-08,7e-04,0,0,54,54,108,108,
AAEL015455,40,23,57,0.406,-1.3,6,7.45299480401852e-08,7e-04,0,0,23,23,61,53,WD_REPEATS_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4G4V6]
AAEL026522,59.5,37,82,0.451,-1.2,6.5,7.47489267209294e-08,7e-04,0,0,38,36,75,89,
AAEL018267,93.8,64.5,123,0.524,-0.9,7.2,7.47895209360988e-08,7e-04,0,0,63,66,128,118,
AAEL012217,129.8,90.5,169,0.536,-0.9,7.7,7.69187011756242e-08,7e-04,0,0,85,96,190,148,protease m1 zinc metalloprotease
AAEL026243,88.2,57.5,119,0.486,-1,7.1,7.72524948556587e-08,7e-04,0,0,57,58,100,138,
AAEL020191,76.8,50,103.5,0.489,-1,6.9,7.91252867415979e-08,8e-04,0,0,56,44,98,109,
AAEL008894,73,48,98,0.491,-1,6.8,8.19359463430951e-08,8e-04,0,0,46,50,98,98,
AAEL019517,49.8,30.5,69,0.443,-1.2,6.3,8.9401642891616e-08,9e-04,0,0,33,28,65,73,
AAEL003275,182.5,137,228,0.601,-0.7,8.2,9.4933416478978e-08,9e-04,0,0,143,131,216,240,
AAEL010855,29.5,15,44,0.342,-1.5,5.6,9.92403346877083e-08,0.001,0,0,18,12,45,43,cdc6
AAEL011989,84.8,57.5,112,0.511,-1,7.1,1.01095003539191e-07,0.001,0,0,54,61,119,105,signal peptide peptidase
AAEL007936,50,31,69,0.448,-1.2,6.3,1.03339621398107e-07,0.001,0,0,31,31,68,70,
AAEL004973,79.5,53.5,105.5,0.506,-1,7,1.04892342306593e-07,0.001,0,0,57,50,102,109,golgi phosphoprotein 3 (coat-protein GPP34)
AAEL004978,423.5,342.5,504.5,0.678,-0.6,9.4,1.06733840238184e-07,0.001,0,0,339,346,525,484,DEAD box ATP-dependent RNA helicase
AAEL018237,102.5,71.5,133.5,0.537,-0.9,7.3,1.10696138704833e-07,0.0011,0,0,77,66,130,137,
AAEL011090,32.8,17.5,48,0.37,-1.4,5.7,1.10753837566646e-07,0.0011,0,0,16,19,46,50,complement component
AAEL023413,48.8,30,67.5,0.445,-1.2,6.3,1.10840754528033e-07,0.0011,0,0,29,31,73,62,
AAEL020344,40.8,23.5,58,0.41,-1.3,6,1.11287009923905e-07,0.0011,0,0,24,23,52,64,
AAEL020655,29.2,15,43.5,0.347,-1.5,5.5,1.12882873786817e-07,0.0011,0,0,16,14,44,43,
AAEL018293,98.5,68.5,128.5,0.531,-0.9,7.3,1.14640825985945e-07,0.0011,0,0,70,67,139,118,
AAEL008656,67,43.5,90.5,0.48,-1.1,6.7,1.15357436247816e-07,0.0011,0,0,45,42,93,88,UDP-galactose transporter
AAEL003944,52.2,32,72.5,0.448,-1.2,6.4,1.17097045345512e-07,0.0011,0,0,32,32,76,69,
AAEL014561,6.2,0,12.5,0.01,-6.6,3.6,1.19550373464467e-07,0.0011,0,0,0,0,11,14,
AAEL000931,252.5,198,307,0.646,-0.6,8.6,1.24049841645442e-07,0.0012,0,0,199,197,311,303,Alkaline phosphatase [Source:UniProtKB/TrEMBL;Acc:Q1HQK7]
AAEL004068,48,29.5,66.5,0.444,-1.2,6.2,1.27239236376575e-07,0.0012,0,0,31,28,60,73,
AAEL014642,152.5,109.5,195.5,0.561,-0.8,7.9,1.30423327159624e-07,0.0012,0,0,113,106,172,219,E2 ubiquitin-conjugating enzyme, bendless
AAEL011282,82.8,54.5,111,0.491,-1,7,1.32885630898127e-07,0.0013,0,0,59,50,95,127,ribosomal RNA small subunit methyltransferase b (sun)
AAEL006713,53.2,33.5,73,0.454,-1.1,6.4,1.34472702388567e-07,0.0013,0,0,35,32,71,75,U2 snrnp auxiliary factor, small subunit
AAEL004698,27.2,13.5,41,0.335,-1.6,5.5,1.44859454973871e-07,0.0014,0,0,12,15,45,37,DNA primase large subunit
AAEL008095,31.2,16.5,46,0.365,-1.5,5.6,1.4743949462056e-07,0.0014,0,0,15,18,46,46,
AAEL000185,190.2,145.5,235,0.62,-0.7,8.2,1.52785331334196e-07,0.0015,0,0,147,144,230,240,eukaryotic translation initiation factor
AAEL008137,20.2,8.5,32,0.272,-1.9,5,1.52949400510108e-07,0.0015,0,0,9,8,28,36,
AAEL005870,32.8,18,47.5,0.377,-1.4,5.7,1.63476134531736e-07,0.0016,0,0,16,20,42,53,flap endonuclease-1
AAEL016973,83.8,56,111.5,0.503,-1,7,1.72663016454274e-07,0.0016,0,0,59,53,97,126,
AAEL024508,37,21,53,0.398,-1.3,5.9,1.73205413822411e-07,0.0017,0,0,19,23,54,52,
AAEL011708,507,416,598,0.695,-0.5,9.6,1.73774623269129e-07,0.0017,0,0,398,434,600,596,heat shock protein
AAEL008862,59.5,37.5,81.5,0.465,-1.1,6.5,1.79278853361233e-07,0.0017,0,0,36,39,80,83,
AAEL008210,61.2,39,83.5,0.468,-1.1,6.6,1.81916613982343e-07,0.0017,0,0,37,41,84,83,
AAEL009238,35.2,20,50.5,0.389,-1.4,5.8,1.91449768125825e-07,0.0018,0,0,19,21,46,55,
AAEL007672,45.8,28,63.5,0.448,-1.2,6.2,1.96834148458305e-07,0.0019,0,0,33,23,65,62,myst histone acetyltransferase
AAEL005690,95,65,125,0.519,-0.9,7.2,1.98628306887678e-07,0.0019,0,0,71,59,110,140,cyclophilin-6
AAEL003365,25,12,38,0.319,-1.6,5.3,2.0544618840003e-07,0.002,0,0,13,11,35,41,fumarylacetoacetate hydrolase
AAEL024562,33,18,48,0.381,-1.4,5.7,2.07218144522484e-07,0.002,0,0,18,18,48,48,
AAEL008706,66,42.5,89.5,0.48,-1.1,6.7,2.12746107707194e-07,0.002,0,0,40,45,81,98,smooth muscle caldesmon, putative
AAEL011279,29.2,15.5,43,0.357,-1.5,5.6,2.23544068426887e-07,0.0021,0,0,15,16,40,46,requim, req/dpf2
AAEL009675,24.2,12,36.5,0.324,-1.6,5.3,2.28989584339786e-07,0.0022,0,0,12,12,31,42,
AAEL027786,251,197.5,304.5,0.648,-0.6,8.6,2.3231507530609e-07,0.0022,0,0,203,192,314,295,
AAEL019825,145,108,182,0.594,-0.8,7.8,2.33742234217497e-07,0.0022,0,0,111,105,177,187,
AAEL003801,118.5,86,151,0.569,-0.8,7.5,2.35747138391015e-07,0.0022,0,0,83,89,147,155,28S ribosomal protein S5
AAEL001339,106.2,75,137.5,0.546,-0.9,7.4,2.36066926633303e-07,0.0022,0,0,71,79,148,127,
AAEL006117,104.5,72,137,0.526,-0.9,7.3,2.38224551706471e-07,0.0023,0,0,78,66,119,155,39S ribosomal protein L12, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q1HQL1]
AAEL024670,74.5,50,99,0.505,-1,6.9,2.40988309308181e-07,0.0023,0,0,49,51,100,98,
AAEL002864,26.2,13,39.5,0.335,-1.6,5.4,2.48635218510502e-07,0.0024,0,0,12,14,36,43,
AAEL004462,36.8,21,52.5,0.407,-1.3,5.9,2.49735721879649e-07,0.0024,0,0,22,20,55,50,
AAEL002320,18.2,7.5,29,0.268,-1.9,4.9,2.69129050556008e-07,0.0026,0,0,6,9,31,27,
AAEL010412,18.2,7.5,29,0.257,-2,4.9,2.69129050556008e-07,0.0026,0,0,10,5,27,31,
AAEL001968,40.5,24,57,0.423,-1.2,6,2.72573385749473e-07,0.0026,0,0,24,24,56,58,zinc transporter
AAEL006174,75,50.5,99.5,0.508,-1,6.9,2.80803353664883e-07,0.0027,0,0,51,50,96,103,proteasome subunit beta type
AAEL008621,17,6.5,27.5,0.242,-2,4.8,2.81028700653493e-07,0.0027,0,0,7,6,22,33,cdk1
AAEL017064,45.2,27,63.5,0.429,-1.2,6.2,2.81556185736846e-07,0.0027,0,0,22,32,53,74,
AAEL019560,80.2,54.5,106,0.515,-1,7,2.98523346242572e-07,0.0028,0,0,57,52,111,101,
AAEL019866,50,31.5,68.5,0.461,-1.1,6.3,3.07803098337692e-07,0.0029,0,0,30,33,69,68,
AAEL003377,33.8,19,48.5,0.393,-1.3,5.8,3.25209487084557e-07,0.0031,0,0,19,19,46,51,signal recognition particle
AAEL011815,51.5,32.5,70.5,0.463,-1.1,6.3,3.26409941321358e-07,0.0031,0,0,32,33,69,72,Poly [ADP-ribose] polymerase [Source:UniProtKB/TrEMBL;Acc:Q16NZ4]
AAEL007803,29,15.5,42.5,0.36,-1.5,5.5,3.34081725109325e-07,0.0032,0,0,13,18,45,40,lamin b receptor
AAEL001705,35.2,20,50.5,0.397,-1.3,5.8,3.43784165866456e-07,0.0033,0,0,16,24,50,51,odorant response protein ODR-4, putative
AAEL002848,29.8,16,43.5,0.37,-1.4,5.6,3.73949870973539e-07,0.0035,0,0,16,16,41,46,tubulin beta chain
AAEL006800,30.2,16,44.5,0.363,-1.5,5.6,3.73949870973539e-07,0.0035,0,0,16,16,50,39,sodium/chloride dependent transporter
AAEL012939,228.2,174,282.5,0.617,-0.7,8.5,3.75199818706496e-07,0.0036,0,0,188,160,263,302,gamma-subunit,methylmalonyl-CoA decarboxylase, putative
AAEL014084,28,14.5,41.5,0.349,-1.5,5.5,3.83328557545847e-07,0.0036,0,0,16,13,43,40,kinesin eg-5
AAEL012639,19.8,8.5,31,0.278,-1.8,5,3.88943007806103e-07,0.0037,0,0,8,9,24,38,
AAEL005719,43,26.5,59.5,0.446,-1.2,6.1,3.89240926529273e-07,0.0037,0,0,28,25,57,62,cleavage stimulation factor
AAEL010971,87.5,61,114,0.535,-0.9,7.1,3.90737728526763e-07,0.0037,0,0,62,60,110,118,
AAEL010781,35,20,50,0.399,-1.3,5.8,4.02970351358269e-07,0.0038,0,0,20,20,44,56,ap endonuclease
AAEL007065,153,109,197,0.554,-0.9,7.9,4.05322872294291e-07,0.0038,0,0,114,104,168,226,ADP-ribosylation factor 1
AAEL002369,59,38,80,0.478,-1.1,6.5,4.09374252280143e-07,0.0039,0,0,36,40,77,83,
AAEL019529,68,45,91,0.495,-1,6.7,4.24424259504621e-07,0.004,0,0,41,49,97,85,
AAEL006782,25.2,12.5,38,0.338,-1.6,5.4,4.2706346802331e-07,0.004,0,0,11,14,40,36,histone-arginine methyltransferase CARMER
AAEL002680,18.2,7.5,29,0.263,-1.9,4.9,4.3419046378826e-07,0.0041,0,0,8,7,26,32,AMP dependent ligase
AAEL009364,38.5,23,54,0.424,-1.2,5.9,4.48815737845571e-07,0.0042,0,0,23,23,52,56,cdc2l5
AAEL022080,73.5,50,97,0.513,-1,6.8,4.54526422622079e-07,0.0043,0,0,49,51,100,94,
AAEL020983,14.8,5,24.5,0.224,-2.2,4.7,4.55001365366251e-07,0.0043,0,0,6,4,20,29,
AAEL013852,16.8,6.5,27,0.251,-2,4.8,4.60412547079378e-07,0.0044,0,0,8,5,24,30,
AAEL009914,40.8,24.5,57,0.433,-1.2,6,4.60614388266675e-07,0.0044,0,0,26,23,57,57,small nuclear ribonucleoprotein sm d2
AAEL010784,41.2,25,57.5,0.432,-1.2,6,4.60614388266675e-07,0.0044,0,0,30,20,50,65,
AAEL005190,94.5,66,123,0.537,-0.9,7.2,4.72642290281669e-07,0.0045,0,0,73,59,113,133,mitochondrial ribosomal protein, L42, putative
AAEL012858,143.2,102.5,184,0.559,-0.8,7.8,5.06956951864341e-07,0.0048,0,0,114,91,163,205,
AAEL012419,86.5,60.5,112.5,0.538,-0.9,7.1,5.46137099490077e-07,0.0052,0,0,61,60,113,112,26S proteasome subunit S9 [Source:UniProtKB/TrEMBL;Acc:Q16M56]
AAEL003768,60,39,81,0.484,-1,6.6,5.69505919102086e-07,0.0054,0,0,39,39,76,86,
AAEL018255,20,9,31,0.296,-1.8,5.1,5.72034272233448e-07,0.0054,0,0,9,9,31,31,
AAEL012579,120.8,89,152.5,0.582,-0.8,7.6,5.7624182601069e-07,0.0054,0,0,85,93,159,146,Aspartate aminotransferase [Source:UniProtKB/TrEMBL;Acc:Q16LN3]
AAEL007713,34.5,20,49,0.407,-1.3,5.8,5.82268587468542e-07,0.0055,0,0,22,18,45,53,viral IAP-associated factor, putative
AAEL003555,48.5,30.5,66.5,0.462,-1.1,6.3,5.93710374083189e-07,0.0056,0,0,35,26,58,75,ribosome biogenesis protein
AAEL009051,54.5,35,74,0.471,-1.1,6.4,6.04141205538445e-07,0.0057,0,0,30,40,74,74,Thioredoxin Peroxidase.
AAEL010086,23,11,35,0.324,-1.6,5.2,6.05517166148601e-07,0.0057,0,0,13,9,35,35,DNA replication licensing factor MCM4
AAEL004490,48.2,31,65.5,0.469,-1.1,6.3,6.19723606680053e-07,0.0058,0,0,27,35,65,66,Putative prohibitins and stomatins of the pid superfamily protein [Source:UniProtKB/TrEMBL;Acc:A0A0P6ITV8]
AAEL014695,75,51,99,0.517,-1,6.9,6.30341288077812e-07,0.0059,0,0,49,53,102,96,zinc finger protein
AAEL003539,45,28.5,61.5,0.457,-1.1,6.2,6.31973194042685e-07,0.006,0,0,32,25,65,58,WD-repeat protein
AAEL026817,29,15.5,42.5,0.372,-1.4,5.6,6.39902575264092e-07,0.006,0,0,15,16,37,48,
AAEL019753,140.8,105.5,176,0.6,-0.7,7.8,6.43906504338259e-07,0.0061,0,0,102,109,181,171,
AAEL019516,40.5,24.5,56.5,0.437,-1.2,6,6.48410623657115e-07,0.0061,0,0,24,25,63,50,
AAEL004861,25,12.5,37.5,0.331,-1.6,5.3,6.48456203987662e-07,0.0061,0,0,9,16,42,33,peroxisomal integral membrane protein Per8p, putative
AAEL010932,83.2,58,108.5,0.532,-0.9,7,6.56846610080173e-07,0.0062,0,0,55,61,116,101,RNAse h
AAEL013877,13,4,22,0.195,-2.4,4.5,6.91003691355567e-07,0.0065,0,0,4,4,28,16,Glucosamine-6-phosphate isomerase (EC 3.5.99.6)(Glucosamine-6-phosphate deaminase)(GlcN6P deaminase)(GNPDA)
AAEL019475,61.5,40,83,0.485,-1,6.6,7.05522691185982e-07,0.0067,0,0,36,44,91,75,
AAEL014068,35,20,50,0.407,-1.3,5.8,7.13477120212822e-07,0.0067,0,0,20,20,43,57,Calcium load-activated calcium channel [Source:UniProtKB/TrEMBL;Acc:Q16HD0]
AAEL012318,46,29,63,0.464,-1.1,6.2,7.19656185847614e-07,0.0068,0,0,34,24,66,60,2-amino-3-ketobutyrate coenzyme a ligase
AAEL003345,251,200.5,301.5,0.664,-0.6,8.6,7.48755984122578e-07,0.0071,0,0,200,201,296,307,argininosuccinate lyase
AAEL004136,31.5,17.5,45.5,0.392,-1.4,5.7,7.54940354237386e-07,0.0071,0,0,9,26,46,45,
AAEL004306,51.2,33,69.5,0.475,-1.1,6.3,8.10627962967111e-07,0.0076,0,0,34,32,75,64,39S ribosomal protein L19, mitochondrial precursor [Source:UniProtKB/TrEMBL;Acc:Q17D59]
AAEL002586,29.8,16,43.5,0.374,-1.4,5.6,8.14614568257993e-07,0.0077,0,0,14,18,34,53,
AAEL014622,85,59.5,110.5,0.538,-0.9,7.1,8.25908208490993e-07,0.0078,0,0,57,62,116,105,
AAEL002455,67,45,89,0.509,-1,6.7,8.27560185637883e-07,0.0078,0,0,44,46,88,90,nucleoporin, Nup153, putative
AAEL013538,27.5,14.5,40.5,0.362,-1.5,5.5,8.5340025792366e-07,0.008,0,0,16,13,36,45,hepatoma-derived GF, putative
AAEL024441,83,58,108,0.536,-0.9,7,8.72074408105246e-07,0.0082,0,0,62,54,112,104,
AAEL000152,130.2,92,168.5,0.548,-0.9,7.7,8.98817972894868e-07,0.0085,0,0,73,111,173,164,
AAEL013635,38,23,53,0.434,-1.2,5.9,9.04062207883589e-07,0.0085,0,0,24,22,54,52,
AAEL003418,130.5,95,166,0.572,-0.8,7.7,9.15576546246381e-07,0.0086,0,0,86,104,182,150,microsomal signal peptidase 25 kda subunit
AAEL017395,50.2,32,68.5,0.472,-1.1,6.3,9.18644828787441e-07,0.0086,0,0,32,32,76,61,
AAEL011158,61.8,41,82.5,0.495,-1,6.6,9.21973984749707e-07,0.0087,0,0,41,41,87,78,disulfide oxidoreductase
AAEL008046,11.8,3.5,20,0.175,-2.5,4.3,9.479424709963e-07,0.0089,0,0,4,3,21,19,rh antigen
AAEL008375,69,47,91,0.516,-1,6.8,9.6839898295841e-07,0.0091,0,0,50,44,89,93,
AAEL005214,52.8,34,71.5,0.473,-1.1,6.4,9.84775541402777e-07,0.0092,0,0,30,38,69,74,
AAEL010459,33.5,19.5,47.5,0.405,-1.3,5.7,9.86106276009564e-07,0.0093,0,0,18,21,46,49,
AAEL013822,33.2,19,47.5,0.403,-1.3,5.7,9.86106276009564e-07,0.0093,0,0,15,23,46,49,
AAEL008960,56,36.5,75.5,0.484,-1,6.5,9.97673929407382e-07,0.0094,0,0,36,37,73,78,Regulator of telomere elongation helicase 1 homolog (EC 3.6.4.12)
AAEL000708,55.5,36,75,0.476,-1.1,6.5,1.02121830663796e-06,0.0096,0,0,41,31,72,78,hiv-1 rev binding protein
AAEL004305,36,21.5,50.5,0.425,-1.2,5.8,1.0512888572839e-06,0.0099,0,0,24,19,47,54,
AAEL004148,167.8,116,219.5,0.53,-0.9,8,1.05263072670427e-06,0.0099,0,0,129,103,181,258,heat shock protein 70 (hsp70)-interacting protein
AAEL006177,42.2,26,58.5,0.451,-1.1,6.1,1.06104843837262e-06,0.01,0,0,28,24,52,65,histone acetyltransferase type b catalytic subunit
AAEL007857,40.8,25,56.5,0.448,-1.2,6,1.07382658545998e-06,0.0101,0,0,27,23,53,60,
AAEL012351,12.2,4,20.5,0.197,-2.3,4.4,1.07684808423064e-06,0.0101,0,0,4,4,20,21,prolylcarboxypeptidase, putative
AAEL013300,31,17.5,44.5,0.392,-1.4,5.6,1.09884909803921e-06,0.0103,0,0,17,18,47,42,
AAEL012025,49.2,32,66.5,0.482,-1.1,6.3,1.11447530934894e-06,0.0105,0,0,31,33,65,68,mitochondrial ribosomal protein, L45
AAEL004371,26,13.5,38.5,0.359,-1.5,5.4,1.12941882726553e-06,0.0106,0,0,13,14,36,41,SWI/SNF related matrix associated actin dependent regulator of chromatin subfamily B member 1 [Source:UniProtKB/TrEMBL;Acc:A0A1S4F7F7]
AAEL005025,73.5,50.5,96.5,0.525,-0.9,6.9,1.17388772506304e-06,0.011,0,0,47,54,94,99,U1 small nuclear ribonucleoprotein, putative
AAEL003779,67.2,45,89.5,0.504,-1,6.7,1.20259484558335e-06,0.0113,0,0,41,49,100,79,
AAEL001246,13.8,5,22.5,0.224,-2.2,4.5,1.22849206467511e-06,0.0115,0,0,3,7,20,25,Thymidylate kinase, putative
AAEL027755,42.8,27,58.5,0.462,-1.1,6.1,1.23995839479031e-06,0.0116,0,0,29,25,59,58,
AAEL025525,35.5,21,50,0.424,-1.2,5.8,1.24102206146861e-06,0.0116,0,0,22,20,46,54,
AAEL010317,35,20.5,49.5,0.421,-1.2,5.8,1.24102206146861e-06,0.0116,0,0,26,15,46,53,DEAD box ATP-dependent RNA helicase
AAEL000427,14.5,5.5,23.5,0.238,-2.1,4.6,1.25371177054654e-06,0.0117,0,0,6,5,24,23,
AAEL014287,41.8,26,57.5,0.454,-1.1,6.1,1.26104750823268e-06,0.0118,0,0,23,29,65,50,
AAEL011912,27,14.5,39.5,0.364,-1.5,5.5,1.26750676836172e-06,0.0119,0,0,14,15,41,38,mannose-1-phosphate guanyltransferase
AAEL009427,57.2,37.5,77,0.488,-1,6.5,1.276184996738e-06,0.0119,0,0,38,37,76,78,
AAEL010473,20.2,9.5,31,0.316,-1.7,5.1,1.28182703999313e-06,0.012,0,0,11,8,25,37,NAD dependent epimerase/dehydratase
AAEL000483,30.8,17.5,44,0.391,-1.4,5.6,1.28533341046073e-06,0.012,0,0,18,17,38,50,exostosin-2
AAEL023069,113.8,82.5,145,0.569,-0.8,7.5,1.33542075349369e-06,0.0125,0,0,88,77,160,130,26S protease regulatory subunit [Source:UniProtKB/TrEMBL;Acc:Q16FL0]
AAEL009806,49.8,32.5,67,0.482,-1.1,6.3,1.40682238333133e-06,0.0132,0,0,34,31,69,65,low-density lipoprotein receptor (ldl)
AAEL010803,22.2,11,33.5,0.328,-1.6,5.2,1.42486950486551e-06,0.0133,0,0,10,12,28,39,ncd
AAEL013778,125.5,94,157,0.597,-0.7,7.6,1.43082361978744e-06,0.0134,0,0,98,90,150,164,F-actin capping protein alpha
AAEL011251,43.2,27,59.5,0.458,-1.1,6.1,1.44339525648456e-06,0.0135,0,0,26,28,54,65,RNA binding motif protein
AAEL019756,26.8,14.5,39,0.369,-1.4,5.4,1.46385706347008e-06,0.0137,0,0,16,13,42,36,
AAEL004734,41.8,26,57.5,0.46,-1.1,6.1,1.47477056082746e-06,0.0138,0,0,26,26,51,64,
AAEL005035,24.5,12.5,36.5,0.345,-1.5,5.3,1.48088952884583e-06,0.0138,0,0,13,12,40,33,1,4-dihydroxy-2-naphthoate octaprenyltransferase [Source:UniProtKB/TrEMBL;Acc:Q17BA9]
AAEL004026,40.8,25.5,56,0.451,-1.1,6,1.49870636484156e-06,0.014,0,0,28,23,56,56,
AAEL006006,49.5,32,67,0.481,-1.1,6.3,1.51245018467775e-06,0.0141,0,0,28,36,61,73,swiprosin
AAEL006910,98,71,125,0.569,-0.8,7.3,1.51254777774483e-06,0.0141,0,0,73,69,130,120,Ubiquitination factor E4 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FF65]
AAEL002016,39.5,24.5,54.5,0.448,-1.2,6,1.51397993895804e-06,0.0141,0,0,24,25,54,55,disulfide oxidoreductase
AAEL003789,95,68.5,121.5,0.564,-0.8,7.2,1.5653136246861e-06,0.0146,0,0,72,65,121,122,exportin, putative
AAEL004290,46.5,30,63,0.479,-1.1,6.2,1.56827065982446e-06,0.0147,0,0,30,30,67,59,histone-lysine n-methyltransferase
